node_id,date,street_count,edge_list,latitude,longitude,temperature_max,temperature_min,temperature_mean,sunshine_duration,uv_index_max,precipitation_sum,snowfall_sum,rain_sum,precipitation_hours,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max
13,2025-01-08 04:00:00+00:00,3,"[2, 76, 12]",43.036057,-78.823135,-6.4435,-10.0435,-8.11225,21999.56,2.05,0.0,0.0,0.0,0.0,3.0,22.415602,46.079998
84,2025-01-01 04:00:00+00:00,3,"[32, 2, 95]",42.9909051000618,-78.82256499999613,5.6194997,0.2695,2.5924165,5522.6064,1.1,2.5,0.21000001,2.1999998,8.0,67.0,26.642431,52.199997
84,2025-01-02 04:00:00+00:00,3,"[32, 2, 95]",42.9909051000618,-78.82256499999613,0.46949998,-2.6805,-0.54508334,21042.988,1.8,0.5,0.35,0.0,2.0,11.0,28.58545,57.6
84,2025-01-03 04:00:00+00:00,3,"[32, 2, 95]",42.9909051000618,-78.82256499999613,-0.63049996,-3.3305,-2.2346663,7409.9497,1.65,0.1,0.0,0.1,1.0,19.0,28.943642,52.199997
84,2025-01-04 04:00:00+00:00,3,"[32, 2, 95]",42.9909051000618,-78.82256499999613,-2.8305,-5.5805,-4.415917,25875.2,1.95,0.0,0.0,0.0,0.0,6.0,32.142982,66.6
84,2025-01-05 04:00:00+00:00,3,"[32, 2, 95]",42.9909051000618,-78.82256499999613,-2.2805,-6.4805,-4.703417,28442.936,2.25,0.0,0.0,0.0,0.0,3.0,26.576681,63.72
84,2025-01-06 04:00:00+00:00,3,"[32, 2, 95]",42.9909051000618,-78.82256499999613,-4.7305,-8.9805,-6.707584,255.49942,1.55,0.1,0.07,0.0,1.0,2.0,18.709612,29.519999
84,2025-01-07 04:00:00+00:00,3,"[32, 2, 95]",42.9909051000618,-78.82256499999613,-4.4305,-8.1305,-6.603418,21912.459,2.05,0.5,0.28,0.1,5.0,5.0,22.608458,44.28
84,2025-01-08 04:00:00+00:00,3,"[32, 2, 95]",42.9909051000618,-78.82256499999613,-6.7805004,-10.1305,-8.057583,18681.963,2.15,0.0,0.0,0.0,0.0,3.0,21.749483,40.68
3,2025-01-01 04:00:00+00:00,6,"[4, 8, 9, 10, 85, 123]",42.95852734644606,-78.76660549957079,5.5695,0.2195,2.4695003,4681.9688,1.05,3.2,0.7,2.2,9.0,63.0,25.922499,51.48
3,2025-01-02 04:00:00+00:00,6,"[4, 8, 9, 10, 85, 123]",42.95852734644606,-78.76660549957079,0.3195,-2.7805,-0.6221667,16350.991,1.85,0.4,0.21000001,0.10000001,2.0,12.0,27.66384,56.88
3,2025-01-03 04:00:00+00:00,6,"[4, 8, 9, 10, 85, 123]",42.95852734644606,-78.76660549957079,-0.9805,-3.3305,-2.3846667,2441.255,1.7,0.0,0.0,0.0,0.0,18.0,27.804028,52.92
3,2025-01-04 04:00:00+00:00,6,"[4, 8, 9, 10, 85, 123]",42.95852734644606,-78.76660549957079,-3.1305,-6.0805,-4.7325835,28452.473,1.9,0.0,0.0,0.0,0.0,7.0,31.65135,66.96
